,residue,split,target
14272,6y5q.2.117,train,['0005686']
14273,6y5q.2.118,train,['0005686']
14274,6y5q.2.119,train,['0005686']
14275,6y5q.2.120,train,['0005686']
14276,6y5q.2.121,train,['0005686']
14277,6y5q.2.122,train,['0005686']
14278,6y5q.2.123,train,['0005686']
14279,6y5q.2.124,train,['0005686']
14280,6y5q.2.125,train,['0005686']
14281,6y5q.2.126,train,['0005686']
14282,6y5q.2.127,train,['0005686']
14283,6y5q.2.128,train,['0005686']
14284,6y5q.2.129,train,['0005686']
14285,6y5q.2.130,train,['0005686']
14286,6y5q.2.131,train,['0005686']
14287,6y5q.2.132,train,['0005686']
14288,6y5q.2.133,train,['0005686']
14289,6y5q.2.134,train,['0005686']
14290,6y5q.2.135,train,['0005686']
14291,6y5q.2.136,train,['0005686']
14292,6y5q.2.137,train,['0005686']
14293,6y5q.2.138,train,['0005686']
14294,6y5q.2.139,train,['0005686']
14295,6y5q.2.140,train,['0005686']
14296,6y5q.2.141,train,['0005686']
14297,6y5q.2.142,train,['0005686']
14298,6y5q.2.143,train,['0005686']
14299,6y5q.2.144,train,['0005686']
14300,6y5q.2.145,train,['0005686']
14301,6y5q.2.146,train,['0005686']
14302,6y5q.2.147,train,['0005686']
14303,6y5q.2.148,train,['0005686']
14304,6y5q.2.149,train,['0005686']
14305,6y5q.2.150,train,['0005686']
14306,6y5q.2.151,train,['0005686']
14307,6y5q.2.152,train,['0005686']
14308,6y5q.2.153,train,['0005686']
14309,6y5q.2.154,train,['0005686']
14310,6y5q.2.155,train,['0005686']
14311,6y5q.2.156,train,['0005686']
14312,6y5q.2.157,train,['0005686']
14313,6y5q.2.158,train,['0005686']
14314,6y5q.2.159,train,['0005686']
14315,6y5q.2.160,train,['0005686']
14316,6y5q.2.161,train,['0005686']
14317,6y5q.2.162,train,['0005686']
14318,6y5q.2.163,train,['0005686']
14319,6y5q.2.164,train,['0005686']
14320,6y5q.2.165,train,['0005686']
14321,6y5q.2.166,train,['0005686']
14322,6y5q.2.167,train,['0005686']
14323,6y5q.2.168,train,['0005686']
14324,6y5q.2.169,train,['0005686']
14325,6y5q.2.170,train,['0005686']
14326,6y5q.2.171,train,['0005686']
14327,6y5q.2.172,train,['0005686']
14328,6y5q.2.173,train,['0005686']
14329,6y5q.2.174,train,['0005686']
14330,6y5q.2.175,train,['0005686']
14331,6y5q.2.176,train,['0005686']
14332,6y5q.2.177,train,['0005686']
14333,6y5q.2.178,train,['0005686']
14334,6y5q.2.179,train,['0005686']
14335,6y5q.2.180,train,['0005686']
14336,6y5q.2.181,train,['0005686']
14337,6y5q.2.182,train,['0005686']
14338,6y5q.2.183,train,['0005686']
14339,6y5q.2.184,train,['0005686']
14340,8h6j.2A.178,train,['0005686']
14341,8h6j.2A.65,train,['0005686']
14342,8h6j.2A.30,train,['0005686']
14343,8h6j.2A.103,train,['0005686']
14344,8h6j.2A.57,train,['0005686']
14345,8h6j.2A.99,train,['0005686']
14346,8h6j.2A.147,train,['0005686']
14347,8h6j.2A.37,train,['0005686']
14348,8h6j.2A.114,train,['0005686']
14349,8h6j.2A.163,train,['0005686']
14350,8h6j.2A.41,train,['0005686']
14351,8h6j.2A.49,train,['0005686']
14352,8h6j.2A.55,train,['0005686']
14353,8h6j.2A.97,train,['0005686']
14354,8h6j.2A.4,train,['0005686']
14355,8h6j.2A.161,train,['0005686']
14356,8h6j.2A.148,train,['0005686']
14357,8h6j.2A.47,train,['0005686']
14358,8h6j.2A.58,train,['0005686']
14359,8h6j.2A.172,train,['0005686']
14360,8h6j.2A.141,train,['0005686']
14361,8h6j.2A.157,train,['0005686']
14362,8h6j.2A.62,train,['0005686']
14363,8h6j.2A.33,train,['0005686']
14364,8h6j.2A.38,train,['0005686']
14365,8h6j.2A.142,train,['0005686']
14366,8h6j.2A.45,train,['0005686']
14367,8h6j.2A.151,train,['0005686']
14368,8h6j.2A.111,train,['0005686']
14369,8h6j.2A.169,train,['0005686']
14370,8h6j.2A.104,train,['0005686']
14371,8h6j.2A.154,train,['0005686']
14372,8h6j.2A.150,train,['0005686']
14373,8h6j.2A.40,train,['0005686']
14374,8h6j.2A.106,train,['0005686']
14375,8h6j.2A.9,train,['0005686']
14376,8h6j.2A.11,train,['0005686']
14377,8h6j.2A.105,train,['0005686']
14378,8h6j.2A.108,train,['0005686']
14379,8h6j.2A.39,train,['0005686']
14380,8h6j.2A.98,train,['0005686']
14381,8h6j.2A.3,train,['0005686']
14382,8h6j.2A.184,train,['0005686']
14383,8h6j.2A.36,train,['0005686']
14384,8h6j.2A.112,train,['0005686']
14385,8h6j.2A.153,train,['0005686']
14386,8h6j.2A.158,train,['0005686']
14387,8h6j.2A.143,train,['0005686']
14388,8h6j.2A.32,train,['0005686']
14389,8h6j.2A.48,train,['0005686']
14390,8h6j.2A.50,train,['0005686']
14391,8h6j.2A.5,train,['0005686']
14392,8h6j.2A.10,train,['0005686']
14393,8h6j.2A.12,train,['0005686']
14394,8h6j.2A.174,train,['0005686']
14395,8h6j.2A.14,train,['0005686']
14396,8h6j.2A.44,train,['0005686']
14397,8h6j.2A.155,train,['0005686']
14398,8h6j.2A.183,train,['0005686']
14399,8h6j.2A.101,train,['0005686']
14400,8h6j.2A.152,train,['0005686']
14401,8h6j.2A.6,train,['0005686']
14402,8h6j.2A.159,train,['0005686']
14403,8h6j.2A.107,train,['0005686']
14404,8h6j.2A.144,train,['0005686']
14405,8h6j.2A.109,train,['0005686']
14406,8h6j.2A.160,train,['0005686']
14407,8h6j.2A.46,train,['0005686']
14408,8h6j.2A.175,train,['0005686']
14409,8h6j.2A.166,train,['0005686']
14410,8h6j.2A.59,train,['0005686']
14411,8h6j.2A.35,train,['0005686']
14412,8h6j.2A.53,train,['0005686']
14413,8h6j.2A.43,train,['0005686']
14414,8h6j.2A.63,train,['0005686']
14415,8h6j.2A.51,train,['0005686']
14416,8h6j.2A.162,train,['0005686']
14417,8h6j.2A.100,train,['0005686']
14418,8h6j.2A.64,train,['0005686']
14419,8h6j.2A.61,train,['0005686']
14420,8h6j.2A.179,train,['0005686']
14421,8h6j.2A.8,train,['0005686']
14422,8h6j.2A.173,train,['0005686']
14423,8h6j.2A.168,train,['0005686']
14424,8h6j.2A.181,train,['0005686']
14425,8h6j.2A.60,train,['0005686']
14426,8h6j.2A.182,train,['0005686']
14427,8h6j.2A.149,train,['0005686']
14428,8h6j.2A.156,train,['0005686']
14429,8h6j.2A.34,train,['0005686']
14430,8h6j.2A.176,train,['0005686']
14431,8h6j.2A.31,train,['0005686']
14432,8h6j.2A.56,train,['0005686']
14433,8h6j.2A.42,train,['0005686']
14434,8h6j.2A.110,train,['0005686']
14435,8h6j.2A.54,train,['0005686']
14436,8h6j.2A.170,train,['0005686']
14437,8h6j.2A.171,train,['0005686']
14438,8h6j.2A.7,train,['0005686']
14439,8h6j.2A.13,train,['0005686']
14440,8h6j.2A.167,train,['0005686']
14441,8h6j.2A.102,train,['0005686']
14442,8h6j.2A.165,train,['0005686']
14443,8h6j.2A.164,train,['0005686']
14444,8h6j.2A.52,train,['0005686']
14445,8h6j.2A.113,train,['0005686']
14446,8h6j.2A.180,train,['0005686']
14447,8h6j.2A.177,train,['0005686']
14448,8h6j.2A.115,train,['0005686']
14449,8h6j.5A.104,train,"['0000353', '0005682']"
14450,8h6j.5A.8,train,"['0000353', '0005682']"
14451,8h6j.5A.72,train,"['0000353', '0005682']"
14452,8h6j.5A.76,train,"['0000353', '0005682']"
14453,8h6j.5A.44,train,"['0000353', '0005682']"
14454,8h6j.5A.38,train,"['0000353', '0005682']"
14455,8h6j.5A.105,train,"['0000353', '0005682']"
14456,8h6j.5A.6,train,"['0000353', '0005682']"
14457,8h6j.5A.42,train,"['0000353', '0005682']"
14458,8h6j.5A.27,train,"['0000353', '0005682']"
14459,8h6j.5A.102,train,"['0000353', '0005682']"
14460,8h6j.5A.16,train,"['0000353', '0005682']"
14461,8h6j.5A.21,train,"['0000353', '0005682']"
14462,8h6j.5A.64,train,"['0000353', '0005682']"
14463,8h6j.5A.67,train,"['0000353', '0005682']"
14464,8h6j.5A.95,train,"['0000353', '0005682']"
14465,8h6j.5A.4,train,"['0000353', '0005682']"
14466,8h6j.5A.33,train,"['0000353', '0005682']"
14467,8h6j.5A.9,train,"['0000353', '0005682']"
14468,8h6j.5A.113,train,"['0000353', '0005682']"
14469,8h6j.5A.66,train,"['0000353', '0005682']"
14470,8h6j.5A.109,train,"['0000353', '0005682']"
14471,8h6j.5A.52,train,"['0000353', '0005682']"
14472,8h6j.5A.103,train,"['0000353', '0005682']"
14473,8h6j.5A.41,train,"['0000353', '0005682']"
14474,8h6j.5A.39,train,"['0000353', '0005682']"
14475,8h6j.5A.115,train,"['0000353', '0005682']"
14476,8h6j.5A.22,train,"['0000353', '0005682']"
14477,8h6j.5A.48,train,"['0000353', '0005682']"
14478,8h6j.5A.77,train,"['0000353', '0005682']"
14479,8h6j.5A.36,train,"['0000353', '0005682']"
14480,8h6j.5A.14,train,"['0000353', '0005682']"
14481,8h6j.5A.81,train,"['0000353', '0005682']"
14482,8h6j.5A.25,train,"['0000353', '0005682']"
14483,8h6j.5A.54,train,"['0000353', '0005682']"
14484,8h6j.5A.89,train,"['0000353', '0005682']"
14485,8h6j.5A.35,train,"['0000353', '0005682']"
14486,8h6j.5A.80,train,"['0000353', '0005682']"
14487,8h6j.5A.106,train,"['0000353', '0005682']"
14488,8h6j.5A.79,train,"['0000353', '0005682']"
14489,8h6j.5A.28,train,"['0000353', '0005682']"
14490,8h6j.5A.110,train,"['0000353', '0005682']"
14491,8h6j.5A.75,train,"['0000353', '0005682']"
14492,8h6j.5A.20,train,"['0000353', '0005682']"
14493,8h6j.5A.112,train,"['0000353', '0005682']"
14494,8h6j.5A.108,train,"['0000353', '0005682']"
14495,8h6j.5A.30,train,"['0000353', '0005682']"
14496,8h6j.5A.117,train,"['0000353', '0005682']"
14497,8h6j.5A.23,train,"['0000353', '0005682']"
14498,8h6j.5A.68,train,"['0000353', '0005682']"
14499,8h6j.5A.31,train,"['0000353', '0005682']"
14500,8h6j.5A.53,train,"['0000353', '0005682']"
14501,8h6j.5A.11,train,"['0000353', '0005682']"
14502,8h6j.5A.62,train,"['0000353', '0005682']"
14503,8h6j.5A.74,train,"['0000353', '0005682']"
14504,8h6j.5A.47,train,"['0000353', '0005682']"
14505,8h6j.5A.70,train,"['0000353', '0005682']"
14506,8h6j.5A.34,train,"['0000353', '0005682']"
14507,8h6j.5A.78,train,"['0000353', '0005682']"
14508,8h6j.5A.114,train,"['0000353', '0005682']"
14509,8h6j.5A.98,train,"['0000353', '0005682']"
14510,8h6j.5A.50,train,"['0000353', '0005682']"
14511,8h6j.5A.58,train,"['0000353', '0005682']"
14512,8h6j.5A.69,train,"['0000353', '0005682']"
14513,8h6j.5A.13,train,"['0000353', '0005682']"
14514,8h6j.5A.93,train,"['0000353', '0005682']"
14515,8h6j.5A.97,train,"['0000353', '0005682']"
14516,8h6j.5A.60,train,"['0000353', '0005682']"
14517,8h6j.5A.99,train,"['0000353', '0005682']"
14518,8h6j.5A.43,train,"['0000353', '0005682']"
14519,8h6j.5A.90,train,"['0000353', '0005682']"
14520,8h6j.5A.51,train,"['0000353', '0005682']"
14521,8h6j.5A.29,train,"['0000353', '0005682']"
14522,8h6j.5A.84,train,"['0000353', '0005682']"
14523,8h6j.5A.26,train,"['0000353', '0005682']"
14524,8h6j.5A.96,train,"['0000353', '0005682']"
14525,8h6j.5A.15,train,"['0000353', '0005682']"
14526,8h6j.5A.12,train,"['0000353', '0005682']"
14527,8h6j.5A.46,train,"['0000353', '0005682']"
14528,8h6j.5A.59,train,"['0000353', '0005682']"
14529,8h6j.5A.65,train,"['0000353', '0005682']"
14530,8h6j.5A.56,train,"['0000353', '0005682']"
14531,8h6j.5A.37,train,"['0000353', '0005682']"
14532,8h6j.5A.88,train,"['0000353', '0005682']"
14533,8h6j.5A.45,train,"['0000353', '0005682']"
14534,8h6j.5A.17,train,"['0000353', '0005682']"
14535,8h6j.5A.91,train,"['0000353', '0005682']"
14536,8h6j.5A.49,train,"['0000353', '0005682']"
14537,8h6j.5A.61,train,"['0000353', '0005682']"
14538,8h6j.5A.85,train,"['0000353', '0005682']"
14539,8h6j.5A.83,train,"['0000353', '0005682']"
14540,8h6j.5A.100,train,"['0000353', '0005682']"
14541,8h6j.5A.57,train,"['0000353', '0005682']"
14542,8h6j.5A.63,train,"['0000353', '0005682']"
14543,8h6j.5A.73,train,"['0000353', '0005682']"
14544,8h6j.5A.24,train,"['0000353', '0005682']"
14545,8h6j.5A.94,train,"['0000353', '0005682']"
14546,8h6j.5A.107,train,"['0000353', '0005682']"
14547,8h6j.5A.19,train,"['0000353', '0005682']"
14548,8h6j.5A.111,train,"['0000353', '0005682']"
14549,8h6j.5A.86,train,"['0000353', '0005682']"
14550,8h6j.5A.92,train,"['0000353', '0005682']"
14551,8h6j.5A.40,train,"['0000353', '0005682']"
14552,8h6j.5A.5,train,"['0000353', '0005682']"
14553,8h6j.5A.101,train,"['0000353', '0005682']"
14554,8h6j.5A.55,train,"['0000353', '0005682']"
14555,8h6j.5A.116,train,"['0000353', '0005682']"
14556,8h6j.5A.7,train,"['0000353', '0005682']"
14557,8h6j.5A.82,train,"['0000353', '0005682']"
14558,8h6j.5A.32,train,"['0000353', '0005682']"
14559,8h6j.5A.71,train,"['0000353', '0005682']"
14560,8h6j.5A.10,train,"['0000353', '0005682']"
14561,8h6j.5A.87,train,"['0000353', '0005682']"
14562,8h6j.5A.18,train,"['0000353', '0005682']"
14563,8h6j.6A.33,val,"['0000353', '0005688']"
14564,8h6j.6A.35,val,"['0000353', '0005688']"
14565,8h6j.6A.77,val,"['0000353', '0005688']"
14566,8h6j.6A.71,val,"['0000353', '0005688']"
14567,8h6j.6A.60,val,"['0000353', '0005688']"
14568,8h6j.6A.85,val,"['0000353', '0005688']"
14569,8h6j.6A.50,val,"['0000353', '0005688']"
14570,8h6j.6A.61,val,"['0000353', '0005688']"
14571,8h6j.6A.66,val,"['0000353', '0005688']"
14572,8h6j.6A.105,val,"['0000353', '0005688']"
14573,8h6j.6A.55,val,"['0000353', '0005688']"
14574,8h6j.6A.92,val,"['0000353', '0005688']"
14575,8h6j.6A.36,val,"['0000353', '0005688']"
14576,8h6j.6A.48,val,"['0000353', '0005688']"
14577,8h6j.6A.73,val,"['0000353', '0005688']"
14578,8h6j.6A.96,val,"['0000353', '0005688']"
14579,8h6j.6A.65,val,"['0000353', '0005688']"
14580,8h6j.6A.103,val,"['0000353', '0005688']"
14581,8h6j.6A.56,val,"['0000353', '0005688']"
14582,8h6j.6A.69,val,"['0000353', '0005688']"
14583,8h6j.6A.31,val,"['0000353', '0005688']"
14584,8h6j.6A.75,val,"['0000353', '0005688']"
14585,8h6j.6A.93,val,"['0000353', '0005688']"
14586,8h6j.6A.59,val,"['0000353', '0005688']"
14587,8h6j.6A.67,val,"['0000353', '0005688']"
14588,8h6j.6A.91,val,"['0000353', '0005688']"
14589,8h6j.6A.94,val,"['0000353', '0005688']"
14590,8h6j.6A.90,val,"['0000353', '0005688']"
14591,8h6j.6A.54,val,"['0000353', '0005688']"
14592,8h6j.6A.102,val,"['0000353', '0005688']"
14593,8h6j.6A.70,val,"['0000353', '0005688']"
14594,8h6j.6A.72,val,"['0000353', '0005688']"
14595,8h6j.6A.74,val,"['0000353', '0005688']"
14596,8h6j.6A.95,val,"['0000353', '0005688']"
14597,8h6j.6A.62,val,"['0000353', '0005688']"
14598,8h6j.6A.89,val,"['0000353', '0005688']"
14599,8h6j.6A.32,val,"['0000353', '0005688']"
14600,8h6j.6A.88,val,"['0000353', '0005688']"
14601,8h6j.6A.58,val,"['0000353', '0005688']"
14602,8h6j.6A.34,val,"['0000353', '0005688']"
14603,8h6j.6A.57,val,"['0000353', '0005688']"
14604,8h6j.6A.51,val,"['0000353', '0005688']"
14605,8h6j.6A.87,val,"['0000353', '0005688']"
14606,8h6j.6A.68,val,"['0000353', '0005688']"
14607,8h6j.6A.47,val,"['0000353', '0005688']"
14608,8h6j.6A.52,val,"['0000353', '0005688']"
14609,8h6j.6A.76,val,"['0000353', '0005688']"
14610,8h6j.6A.53,val,"['0000353', '0005688']"
14611,8h6j.6A.63,val,"['0000353', '0005688']"
14612,8h6j.6A.49,val,"['0000353', '0005688']"
14613,8h6j.6A.64,val,"['0000353', '0005688']"
14614,8h6j.6A.78,val,"['0000353', '0005688']"
14615,8h6j.6A.86,val,"['0000353', '0005688']"
14616,8h6j.6A.104,val,"['0000353', '0005688']"
14617,6id0.H.101,train,['0005686']
14618,6id0.H.20,train,['0005686']
14619,6id0.H.180,train,['0005686']
14620,6id0.H.32,train,['0005686']
14621,6id0.H.38,train,['0005686']
14622,6id0.H.45,train,['0005686']
14623,6id0.H.100,train,['0005686']
14624,6id0.H.56,train,['0005686']
14625,6id0.H.167,train,['0005686']
14626,6id0.H.108,train,['0005686']
14627,6id0.H.103,train,['0005686']
14628,6id0.H.24,train,['0005686']
14629,6id0.H.94,train,['0005686']
14630,6id0.H.58,train,['0005686']
14631,6id0.H.106,train,['0005686']
14632,6id0.H.169,train,['0005686']
14633,6id0.H.183,train,['0005686']
14634,6id0.H.162,train,['0005686']
14635,6id0.H.74,train,['0005686']
14636,6id0.H.157,train,['0005686']
14637,6id0.H.28,train,['0005686']
14638,6id0.H.16,train,['0005686']
14639,6id0.H.89,train,['0005686']
14640,6id0.H.104,train,['0005686']
14641,6id0.H.179,train,['0005686']
14642,6id0.H.40,train,['0005686']
14643,6id0.H.44,train,['0005686']
14644,6id0.H.164,train,['0005686']
14645,6id0.H.150,train,['0005686']
14646,6id0.H.168,train,['0005686']
14647,6id0.H.49,train,['0005686']
14648,6id0.H.2,train,['0005686']
14649,6id0.H.73,train,['0005686']
14650,6id0.H.114,train,['0005686']
14651,6id0.H.72,train,['0005686']
14652,6id0.H.178,train,['0005686']
14653,6id0.H.35,train,['0005686']
14654,6id0.H.6,train,['0005686']
14655,6id0.H.88,train,['0005686']
14656,6id0.H.69,train,['0005686']
14657,6id0.H.15,train,['0005686']
14658,6id0.H.98,train,['0005686']
14659,6id0.H.39,train,['0005686']
14660,6id0.H.184,train,['0005686']
14661,6id0.H.14,train,['0005686']
14662,6id0.H.147,train,['0005686']
14663,6id0.H.55,train,['0005686']
14664,6id0.H.79,train,['0005686']
14665,6id0.H.46,train,['0005686']
14666,6id0.H.13,train,['0005686']
14667,6id0.H.60,train,['0005686']
14668,6id0.H.81,train,['0005686']
14669,6id0.H.8,train,['0005686']
14670,6id0.H.80,train,['0005686']
14671,6id0.H.149,train,['0005686']
14672,6id0.H.29,train,['0005686']
14673,6id0.H.91,train,['0005686']
14674,6id0.H.5,train,['0005686']
14675,6id0.H.85,train,['0005686']
14676,6id0.H.173,train,['0005686']
14677,6id0.H.176,train,['0005686']
14678,6id0.H.159,train,['0005686']
14679,6id0.H.51,train,['0005686']
14680,6id0.H.33,train,['0005686']
14681,6id0.H.77,train,['0005686']
14682,6id0.H.182,train,['0005686']
14683,6id0.H.67,train,['0005686']
14684,6id0.H.68,train,['0005686']
14685,6id0.H.34,train,['0005686']
14686,6id0.H.59,train,['0005686']
14687,6id0.H.71,train,['0005686']
14688,6id0.H.105,train,['0005686']
14689,6id0.H.153,train,['0005686']
14690,6id0.H.42,train,['0005686']
14691,6id0.H.102,train,['0005686']
14692,6id0.H.158,train,['0005686']
14693,6id0.H.7,train,['0005686']
14694,6id0.H.31,train,['0005686']
14695,6id0.H.93,train,['0005686']
14696,6id0.H.36,train,['0005686']
14697,6id0.H.99,train,['0005686']
14698,6id0.H.30,train,['0005686']
14699,6id0.H.22,train,['0005686']
14700,6id0.H.171,train,['0005686']
14701,6id0.H.82,train,['0005686']
14702,6id0.H.75,train,['0005686']
14703,6id0.H.27,train,['0005686']
14704,6id0.H.1,train,['0005686']
14705,6id0.H.43,train,['0005686']
14706,6id0.H.165,train,['0005686']
14707,6id0.H.175,train,['0005686']
14708,6id0.H.111,train,['0005686']
14709,6id0.H.112,train,['0005686']
14710,6id0.H.113,train,['0005686']
14711,6id0.H.155,train,['0005686']
14712,6id0.H.23,train,['0005686']
14713,6id0.H.48,train,['0005686']
14714,6id0.H.109,train,['0005686']
14715,6id0.H.4,train,['0005686']
14716,6id0.H.152,train,['0005686']
14717,6id0.H.70,train,['0005686']
14718,6id0.H.154,train,['0005686']
14719,6id0.H.21,train,['0005686']
14720,6id0.H.156,train,['0005686']
14721,6id0.H.17,train,['0005686']
14722,6id0.H.181,train,['0005686']
14723,6id0.H.163,train,['0005686']
14724,6id0.H.107,train,['0005686']
14725,6id0.H.3,train,['0005686']
14726,6id0.H.92,train,['0005686']
14727,6id0.H.115,train,['0005686']
14728,6id0.H.9,train,['0005686']
14729,6id0.H.160,train,['0005686']
14730,6id0.H.25,train,['0005686']
14731,6id0.H.90,train,['0005686']
14732,6id0.H.37,train,['0005686']
14733,6id0.H.110,train,['0005686']
14734,6id0.H.11,train,['0005686']
14735,6id0.H.161,train,['0005686']
14736,6id0.H.54,train,['0005686']
14737,6id0.H.84,train,['0005686']
14738,6id0.H.10,train,['0005686']
14739,6id0.H.18,train,['0005686']
14740,6id0.H.41,train,['0005686']
14741,6id0.H.19,train,['0005686']
14742,6id0.H.177,train,['0005686']
14743,6id0.H.97,train,['0005686']
14744,6id0.H.151,train,['0005686']
14745,6id0.H.26,train,['0005686']
14746,6id0.H.172,train,['0005686']
14747,6id0.H.170,train,['0005686']
14748,6id0.H.78,train,['0005686']
14749,6id0.H.12,train,['0005686']
14750,6id0.H.174,train,['0005686']
14751,6id0.H.50,train,['0005686']
14752,6id0.H.47,train,['0005686']
14753,6id0.H.57,train,['0005686']
14754,6id0.H.166,train,['0005686']
14755,6id0.H.83,train,['0005686']
14756,6id0.H.148,train,['0005686']
14757,6id0.B.80,train,"['0000353', '0005682']"
14758,6id0.B.100,train,"['0000353', '0005682']"
14759,6id0.B.34,train,"['0000353', '0005682']"
14760,6id0.B.23,train,"['0000353', '0005682']"
14761,6id0.B.84,train,"['0000353', '0005682']"
14762,6id0.B.63,train,"['0000353', '0005682']"
14763,6id0.B.11,train,"['0000353', '0005682']"
14764,6id0.B.10,train,"['0000353', '0005682']"
14765,6id0.B.47,train,"['0000353', '0005682']"
14766,6id0.B.26,train,"['0000353', '0005682']"
14767,6id0.B.54,train,"['0000353', '0005682']"
14768,6id0.B.69,train,"['0000353', '0005682']"
14769,6id0.B.16,train,"['0000353', '0005682']"
14770,6id0.B.45,train,"['0000353', '0005682']"
14771,6id0.B.60,train,"['0000353', '0005682']"
14772,6id0.B.92,train,"['0000353', '0005682']"
14773,6id0.B.89,train,"['0000353', '0005682']"
14774,6id0.B.87,train,"['0000353', '0005682']"
14775,6id0.B.14,train,"['0000353', '0005682']"
14776,6id0.B.21,train,"['0000353', '0005682']"
14777,6id0.B.64,train,"['0000353', '0005682']"
14778,6id0.B.53,train,"['0000353', '0005682']"
14779,6id0.B.101,train,"['0000353', '0005682']"
14780,6id0.B.42,train,"['0000353', '0005682']"
14781,6id0.B.46,train,"['0000353', '0005682']"
14782,6id0.B.71,train,"['0000353', '0005682']"
14783,6id0.B.15,train,"['0000353', '0005682']"
14784,6id0.B.24,train,"['0000353', '0005682']"
14785,6id0.B.79,train,"['0000353', '0005682']"
14786,6id0.B.95,train,"['0000353', '0005682']"
14787,6id0.B.7,train,"['0000353', '0005682']"
14788,6id0.B.83,train,"['0000353', '0005682']"
14789,6id0.B.27,train,"['0000353', '0005682']"
14790,6id0.B.103,train,"['0000353', '0005682']"
14791,6id0.B.44,train,"['0000353', '0005682']"
14792,6id0.B.85,train,"['0000353', '0005682']"
14793,6id0.B.22,train,"['0000353', '0005682']"
14794,6id0.B.88,train,"['0000353', '0005682']"
